Drift ID,Trip ID,ID Cell per Trip,Grid Cell ID,Site (MPA/ REF),Drifting or Holding Station,Start Search Time,End Search Time,Start Time,End Time,Drift Time (hrs),BAR (+/- mins) Fishing Time,FLY (+/- mins) Fishing Time,BAT (+/- mins) Fishing Time,DPR (+/- mins) Fishing Time,SBT (+/- mins) Fishing Time,Total (+/-) Time (hrs),Number of BAT fishers,Number of FLY fishers,Number of DPR fishers,Number of SBT fishers,Number of BAR fishers,Total . Anglers Fishing,Total Angler Hrs,ST_LatDD,ST_LonDD,Start Lat/Lon GPS Waypoint,Start Lat/Lon waypoint_link,End_LatDD,End_LonDD,End Lat/Lon GPS Waypoint,End Lat/Lon waypoint_link,Drift Length (m),Recorder,Tag Crew,"Surface T (instrument, C)","Depth T ( instrument, C)","SWT (vessel, F)",Relief (1-3),Start Depth (ft),End Depth (ft),Lingcod Bar Weight (oz),Lead Weight (oz),SBT Tail Length (in),SBT Head Weight (oz),. Seals,. Sea Lions,Total Fishes Caught,Cloud Cover (0-3),Obs Wind Speed (kt),Obs Wind Direction,Obs Swell Height (ft),Secchi Depth (m),Comments,Excluded Drift Comment,Exclude:Gear-Specific CPUE
PLR0922111501,PLT08_11,PLR09221115,PL15,REF,,,,9:37:35,9:52:40,0.251388889,0,0,0,0,0,0,,,,,,11,2.765277778,36.46978,-121.94032,,092211_,36.47023,-121.94202,,092211_,160,CLB,"JD, KA",13.77,,,2,80,125,8,8,,,1,0,10,2,5,,4,4,"Secchi disc at a 45 degree angle. Slow fishing! Cold, increased swell, foggy. Only three angles on bars.",,FALSE
PLR0922111502,PLT08_11,PLR09221115,PL15,REF,,,,9:58:17,10:13:12,0.248611111,0,0,0,0,0,0,,,,,,11,2.734722222,36.47235,-121.94005,,092211_,36.47150,-121.94202,,092211_,200,CLB,"JD, KA",13.77,,,2,80,112,8,8,,,0,1,0,2,7.5,,6.5,4,"Secchi disc at a 45 degree angle. Slow fishing! Cold, increased swell, foggy. Only three angles on bars.",,FALSE
PLR0922111503,PLT08_11,PLR09221115,PL15,REF,,,,10:17:32,10:29:31,0.199722222,0,-2.000000238,0,0,0,-0.033333337,,,,,,11,2.163611107,36.47357,-121.94250,,092211_,36.47293,-121.94363,,092211_,124,CLB,"KA, JD",13.77,,,3,95,145,8,8,,,0,0,11,2,7.5,,4,4,"Secchi disc at a 45 degree angle. Slow fishing! Cold, increased swell, foggy. Only three angles on bars.",,FALSE
PLR0922111504,PLT08_11,PLR09221115,PL15,REF,,,,10:33:37,10:36:37,0.05,0,-2.999999523,-2.999999523,0,0,-0.099999984,,,,,,11,0.450000016,36.47272,-121.94197,,092211_,36.47260,-121.94228,,092211_,31,CLB,"KA, JD",13.77,,,3,100,115,8,8,,,0,0,0,3,7.5,,3.5,4,"Secchi disc at a 45 degree angle. Slow fishing! Cold, increased swell, foggy. Only three angles on bars.",,FALSE
PLR0922111701,PLT08_11,PLR09221117,PL17,REF,,,,8:25:59,8:40:59,0.25,0,0,0,0,0,0,,,,,,11,2.75,36.46312,-121.93467,,092211_,36.46433,-121.93658,,092211_,218,JD,KA,13.94,,,2,80,105,8,8,,,0,0,0,0,3.5,,5.5,7.5,"Secchi disc at a 40 degree angle. Slow fishing as usual. Big patch of blue sky, 5-8' rollers coming through. Long period swell. Three anglers fishing bars.",,FALSE
PLR0922111702,PLT08_11,PLR09221117,PL17,REF,,,,8:47:16,9:02:20,0.251111111,0,0,0,0,0,0,,,,,,11,2.762222222,36.46015,-121.93490,,092211_,36.46163,-121.93690,,092211_,243,JD,KA,13.94,,,2,95,108,8,8,,,0,0,0,0,4,,6,7.5,"Secchi disc at a 40 degree angle. Slow fishing as usual. Big patch of blue sky, 5-8' rollers coming through. Long period swell. Three anglers fishing bars.",,FALSE
PLR0922111703,PLT08_11,PLR09221117,PL17,REF,,,,9:07:28,9:22:29,0.250277778,0,0,0,0,0,0,,,,,,11,2.753055556,36.46057,-121.93297,,092211_,36.46203,-121.93473,,092211_,226,JD,KA,13.94,,,2,70,80,8,8,,,0,0,1,0,4,,6,7.5,"Secchi disc at a 40 degree angle. Slow fishing as usual. Big patch of blue sky, 5-8' rollers coming through. Long period swell. Three anglers fishing bars.",,FALSE
PLR092211RR01,PLT08_11,PLR092211RR,PLRR,REF,,,,11:23:32,11:38:34,0.250555556,0,0,0,0,0,0,,,,,,11,2.756111111,36.56870,-121.97470,,092211_,36.56910,-121.97697,,092211_,,KA,"SA, CLB",14.27,,,2,118,125,8,8,,,0,0,4,2,3.5,,6,5,"Secchi disc at a 45 degree angle. Super slow fishing, cold, rolling drift. All cell, only three anglers fishing bars. Pelicans & cormorants aggressive.",Started in another cell,FALSE
PLR0925070101,PLT06_07,PLR09250701,PL01,REF,,,,12:30:27,12:46:12,0.2625,0,-2.000015974,-0.999935985,0,0,-0.049999197,,,,,,9,2.312500803,36.58478,-121.98280,,092507_,36.58395,-121.98190,,092507_,122,CL,"NY, SL",12.4166,12.0724,57.2,,108,,,,,,,,7,0,2.5,,3,11.33333333,,,FALSE
PLR0925070102,PLT06_07,PLR09250701,PL01,REF,,,,12:51:02,13:05:49,0.246388889,0,0,0,0,0,0,,,,,,9,2.2175,36.58590,-121.98205,,092507_,36.58537,-121.98158,,092507_,72,CL,"NY, SL",12.4166,12.0724,57.4,,106,,,,,,0,2,5,0,2.5,,3,11.33333333,"Fish were here, but left when we put the lines in.",,FALSE
PLR0925070103,PLT06_07,PLR09250701,PL01,REF,,,,13:10:23,13:21:21,0.182777778,0,0,0,0,0,0,,,,,,9,1.645,36.58443,-121.98425,,092507_,36.58580,-121.98393,,092507_,155,CL,"NY, SL",12.4166,12.0724,57.7,,110,,,,,,0,4,7,0,2.5,,3,11.33333333,Right near a buoy with sea lions.,,FALSE
PLR0925070104,PLT06_07,PLR09250701,PL01,REF,,,,13:25:14,13:30:06,0.081111111,0,0,-2.000015974,0,0,-0.0333336,,,,,,9,0.6966664,36.58467,-121.98430,,092507_,36.58527,-121.98410,,092507_,69,CL,"NY, SL",12.4166,12.0724,58,,92,,,,,,0,4,3,0,2.5,,3,11.33333333,,,FALSE
PLR0925070201,PLT06_07,PLR09250702,PL02,REF,,,,10:13:00,10:30:35,0.293055556,-0.999935985,0,-2.000015974,0,0,-0.049999197,,,,,,9,2.587500803,36.57948,-121.98188,,092507_,36.57877,-121.98158,,092507_,83,NY,"KT, SL",13.2218,11.9538,57.7,,67,,,,,,,,9,0,7.5,,5,10.33333333,Lots of kelp in the water.,,FALSE
PLR0925070202,PLT06_07,PLR09250702,PL02,REF,,,,10:36:32,10:51:10,0.243888889,0,0,0,0,0,0,,,,,,9,2.195,36.58192,-121.98407,,092507_,36.58210,-121.98320,,092507_,80,NY,"KT, SL",13.2218,11.9538,57.7,,103,,,,,,,,1,0,2.5,,5,10.33333333,,,FALSE
PLR0925070203,PLT06_07,PLR09250702,PL02,REF,,,,10:54:35,11:10:25,0.263888889,0,0,0,0,0,0,,,,,,9,2.375,36.58075,-121.98292,,092507_,36.58092,-121.98308,,092507_,24,NY,"KT, SL",13.2218,11.9538,57.7,,89,,,,,,,,7,0,7.5,,5,10.33333333,Lots of kelp in the water.,,FALSE
PLR0925070301,PLT06_07,PLR09250703,PL03,REF,,,,11:24:42,11:39:50,0.252222222,0,0,0,0,0,0,,,,,,9,2.27,36.57640,-121.98190,,092507_,36.57595,-121.98283,,092507_,97,KT,"NY, CL",13.3997,12.1714,57.7,,102,,,,,,,,14,0,2.5,,3,11,,,FALSE
PLR0925070302,PLT06_07,PLR09250703,PL03,REF,,,,11:44:35,12:00:05,0.258333333,0,0,0,0,0,0,,,,,,9,2.325,36.57282,-121.98063,,092507_,36.57297,-121.97990,,092507_,67,KT,"NY, CL",13.3997,12.1714,,,101,,,,,,,,8,0,2.5,,3,11,,,FALSE
PLR0925070303,PLT06_07,PLR09250703,PL03,REF,,,,12:02:40,12:17:40,0.25,0,0,0,0,0,0,,,,,,9,2.25,36.57447,-121.98040,,092507_,36.57380,-121.98130,,092507_,110,KT,"NY, CL",13.3997,12.1714,,,70,,,,,,,,9,0,2.5,,3,11,,,FALSE
PLR0925071701,PLT06_07,PLR09250717,PL17,REF,,,,8:08:38,8:24:30,0.264444444,-0.999935985,-9.999936104,0,0,0,-0.183331203,,,,,,9,2.196668797,36.46043,-121.93298,,092507_,36.46062,-121.93292,,092507_,22,NY,"KG, CL",12.9223,11.8889,56,,65,,,,,,2,0,33,0,2.5,,1,11,Lots of kelp in the water.,,FALSE
PLR0925071702,PLT06_07,PLR09250717,PL17,REF,,,,8:30:54,8:46:02,0.252222222,0,-1.500004768,0,0,0,-0.025000079,,,,,,9,2.244999921,36.46177,-121.93348,,092507_,36.46283,-121.93337,,092507_,118,NY,"KG, CL",12.9223,11.8889,57,,87,,,,,,,,16,0,2.5,,1,11,In the kelp beds.,,FALSE
PLR0925071703,PLT06_07,PLR09250717,PL17,REF,,,,8:52:10,9:08:20,0.269444444,0,-0.999935985,0,0,0,-0.0166656,,,,,,9,2.4083344,36.46297,-121.93245,,092507_,36.46383,-121.93258,,092507_,96,NY,"CL, SL",12.9223,11.8889,57,,62,,,,,,2,0,5,0,2.5,,1,11,,,FALSE
PLR0926070101,PLT07_07,PLR09260701,PL01,REF,,,,12:09:44,12:19:32,0.163333333,0,0,0,0,0,0,,,,,,9,1.47,36.58337,-121.98437,,092607_,36.58588,-121.98420,,092607_,279,CL,"KG, NY, MB",,,58.5,,118,,,,,,0,5,4,0,2.5,,3,18.333333,,,FALSE
PLR0926070102,PLT07_07,PLR09260701,PL01,REF,,,,12:21:49,12:26:41,0.081111111,0,0,0,0,0,0,,,,,,9,0.73,36.58377,-121.98478,,092607_,36.58485,-121.98465,,092607_,120,CL,"KG, NY, MB",,,59,,115,,,,,,,,3,0,2.5,,3,18.333333,,,FALSE
PLR0926070103,PLT07_07,PLR09260701,PL01,REF,,,,12:29:35,12:45:10,0.259722222,0,0,0,0,0,0,,,,,,9,2.3375,36.58293,-121.98258,,092607_,36.58390,-121.98170,,092607_,133,CL,"KG, NY, MB",,,59.2,3,40,,,,,,2,5,10,0,2.5,,3,18.333333,In the kelp beds.,,FALSE
PLR0926070104,PLT07_07,PLR09260701,PL01,REF,,,,12:47:59,13:03:09,0.252777778,-2.000015974,0,0,0,0,-0.0333336,,,,,,9,2.2416664,36.58367,-121.98248,,092607_,36.58533,-121.98067,,092607_,245,CL,"KG, NY, MB",,,58.6,,71,,,,,,0,5,10,0,2.5,,3,18.333333,,,FALSE
PLR0926071501,PLT07_07,PLR09260715,PL15,REF,,,,10:23:10,10:38:05,0.248611111,0,0,0,0,0,0,,,,,,9,2.2375,36.47038,-121.94135,,092607_,36.47213,-121.94143,,092607_,194,NY,"KG, CL, MB",13.1416,12.7102,58.3,,105,,,,,,1,0,21,0,2.5,,3,12.3333333,,,FALSE
PLR0926071502,PLT07_07,PLR09260715,PL15,REF,,,,10:42:15,10:57:17,0.250555556,0,0,-2.000015974,0,0,-0.0333336,,,,,,9,2.2216664,36.47020,-121.94048,,092607_,36.47197,-121.94090,,092607_,200,NY,"KG, CL, MB",13.1416,12.7102,59,,72,,,,,,2,0,25,0,2.5,,1,12.3333333,Losing a lot of gear. Lots of kelp.,,FALSE
PLR0926071503,PLT07_07,PLR09260715,PL15,REF,,,,11:03:00,11:18:06,0.251666667,0,0,0,0,0,0,,,,,,9,2.265,36.47228,-121.94177,,092607_,36.47392,-121.94198,,092607_,183,NY,"KG, CL, MB",13.1416,12.7102,59,,97,,,,,,3,0,34,0,2.5,,1,12.3333333,,,FALSE
PLR0926071601,PLT07_07,PLR09260716,PL16,REF,,,,9:05:26,9:13:22,0.132222222,0,0,0,0,0,0,,,,,,9,1.19,36.46645,-121.93640,,092607_,36.46685,-121.93652,,092607_,46,CL,"KG, NY, MB",13.1593,12.4115,57.6,,100,,,,,,4,0,34,0,2.5,,3,12.3333333,,,FALSE
PLR0926071602,PLT07_07,PLR09260716,PL16,REF,,,,9:18:56,9:29:10,0.170555556,-2.000015974,0,0,0,0,-0.0333336,,,,,,9,1.5016664,36.46673,-121.93658,,092607_,36.46663,-121.93638,,092607_,21,CL,"KG, NY, MB",13.1593,12.4115,57.6,,88,,,,,,1,0,14,0,2.5,,3,12.3333333,,,FALSE
PLR0926071603,PLT07_07,PLR09260716,PL16,REF,,,,9:36:30,9:49:30,0.216666667,0,0,0,0,0,0,,,,,,9,1.95,36.46487,-121.93418,,092607_,36.46525,-121.93463,,092607_,58,CL,"KG, NY, MB",13.1593,12.4115,58.3,,83,,,,,,4,0,17,0,2.5,,3,12.3333333,"In the kelp beds, a lot of kelp.",,FALSE
PLR0926071604,PLT07_07,PLR09260716,PL16,REF,,,,9:53:57,10:07:03,0.218333333,0,0,0,0,0,0,,,,,,9,1.965,36.46648,-121.93528,,092607_,36.46645,-121.93592,,092607_,57,CL,"KG, NY, MB",13.1593,12.4115,58.1,,90,,,,,,,,37,0,2.5,,3,12.3333333,,,FALSE
PLR0926071701,PLT07_07,PLR09260717,PL17,REF,,,,7:45:00,8:00:20,0.255555556,0,-0.999935985,-1.500004768,0,0,-0.041665681,,,,,,9,2.258334319,36.45995,-121.93280,,092607_,36.46223,-121.93313,,092607_,255,NY,"KG, CL, MB",13.1706,12.8094,56.3,,76,,,,,,0,0,28,0,2.5,,1,13.3333333,"Lots of kelp in the water, very clear water.",,FALSE
PLR0926071702,PLT07_07,PLR09260717,PL17,REF,,,,8:08:45,8:24:00,0.254166667,0,0,0,0,0,0,,,,,,9,2.2875,36.45980,-121.93228,,092607_,36.46105,-121.93215,,092607_,139,NY,"KG, CL, MB",13.1706,12.8094,57,,70,,,,,,0,0,30,0,2.5,,1,13.3333333,,,FALSE
PLR0926071703,PLT07_07,PLR09260717,PL17,REF,,,,8:28:05,8:44:00,0.265277778,0,-1.500004768,0,0,0,-0.025000079,,,,,,9,2.362499921,36.46115,-121.93262,,092607_,36.46278,-121.93353,,092607_,198,NY,"KG, CL, MB",13.1706,12.8094,57.4,,72,,,,,,2,0,20,0,2.5,,1,13.3333333,Lots of kelp in the water.,,FALSE
PLR0926220201,PLT06_22,PLR09262202,PL02,REF,Hold,,,11:45:30,12:00:30,0.25,-3,0,0,0,0,-0.05,4,4,0,0,4,12,2.95,36.57968,-121.98322,1048,092622_1048,36.57880,-121.98501,1059,092622_1059,188,KM,MA,,,58.1,3,98,112,4,10,,,0,1,26,2,4,,2.5,,"GPS #8, 4 fish retained for NMFS",,FALSE
PLR0926220202,PLT06_22,PLR09262202,PL02,REF,Hold,,,12:06:02,12:21:02,0.25,0,0,0,0,0,0,4,4,0,0,4,12,3,36.57933,-121.98326,1060,092622_1060,36.57843,-121.98328,1070,092622_1070,100,KM,MA,,,58.7,3,83,100,4,10,,,0,1,25,2,5,,2.5,,"GPS #8, 6 fish retained for NMFS",,FALSE
PLR0926220203,PLT06_22,PLR09262202,PL02,REF,Hold,,,12:27:50,12:42:50,0.25,0,-1,-1,0,0,-0.033333333,4,4,0,0,4,12,2.966666667,36.58017,-121.98399,1071,092622_1071,36.57882,-121.98329,1082,092622_1082,162,KM,MA,,,59.2,3,82,85,4,10,,,0,0,20,2,2,,2.5,,"GPS #8, Moon jellies, 1 fish retained for NMFS",,FALSE
PLR0926220301,PLT06_22,PLR09262203,PL03,REF,Hold,,,10:45:01,11:00:01,0.25,0,-2.5,-1,0,0,-0.058333333,4,4,0,0,4,12,2.941666667,36.57416,-121.98161,1016,092622_1016,36.57298,-121.98025,1026,092622_1026,179,KM,MA,,,57.8,3,119,72,4,10,,,0,0,17,2,6,,2.5,,"GPS #8, 2 fish retained for NMFS",,FALSE
PLR0926220302,PLT06_22,PLR09262203,PL03,REF,Hold,,,11:03:20,11:18:20,0.25,0,0,0,0,0,0,4,4,0,0,4,12,3,36.57411,-121.98164,1027,092622_1027,36.57332,-121.98068,1039,092622_1039,123,KM,MA,,,57.7,3,102,70,4,10,,,0,0,21,2,6,,2.5,,"GPS #8, 9 fish retained for NMFS",,FALSE
PLR0926220303,PLT06_22,PLR09262203,PL03,REF,NA,,,11:21:30,11:36:30,0.25,0,0,-0.5,0,0,-0.008333333,4,4,0,0,4,12,2.991666667,36.57414,-121.98198,1040,092622_1040,36.57326,-121.98076,1047,092622_1047,146,KM,MA,,,57.9,3,118,70,4,10,,,0,0,23,2,6,,2.5,,"GPS #8, 8 fish retained for NMFS",,FALSE
PLR0926221501,PLT06_22,PLR09262215,PL15,REF,NA,,,9:05:28,9:20:28,0.25,0,-2,0,0,0,-0.033333333,4,4,0,0,4,12,2.966666667,36.47154,-121.94167,995,092622_995,36.47049,-121.93982,1003,092622_1003,203,MA,RB,,,56.3,2,102,94,4,10,,,0,0,40,2,7,,2.5,,"GPS #8, 12 fish retained for NMFS",,FALSE
PLR0926221502,PLT06_22,PLR09262215,PL15,REF,NA,,,9:27:15,9:42:15,0.25,0,0,-1,0,0,-0.016666667,4,4,0,0,4,12,2.983333333,36.47145,-121.94180,1004,092622_1004,36.47157,-121.93979,1010,092622_1010,181,MA,RB,,,56.2,2,114,60,4,10,,,0,0,16,2,7,,2.5,,"GPS #8, 4 fish retained for NMFS",,FALSE
PLR0926221503,PLT06_22,PLR09262215,PL15,REF,NA,,,9:47:00,10:02:00,0.25,-1,0,-5,0,0,-0.1,4,4,0,0,4,12,2.9,36.47143,-121.94190,1011,092622_1011,36.47298,-121.94141,1015,092622_1015,177,MA,RB,,,56.1,2,112,90,4,10,,,0,2,15,3,7,,2.5,,"GPS #8, 2 fish retained for NMFS",,FALSE
PLR0926221701,PLT06_22,PLR09262217,PL17,REF,Drift,,,8:02:05,8:17:05,0.25,0,-1,-3.5,0,0,-0.075,4,4,0,0,4,12,2.925,36.46197,-121.93438,979,092622_979,36.46148,-121.93661,983,092622_983,207,MA,RB,,,56.9,3,68,105,4,10,,,0,0,6,2,5,,2.5,,"GPS #8, 3 fish retained for NMFS",,FALSE
PLR0926221702,PLT06_22,PLR09262217,PL17,REF,Hold,,,8:23:24,8:38:24,0.25,-1,-0.5,-3.5,0,0,-0.083333333,4,4,0,0,4,12,2.916666667,36.46212,-121.93428,984,092622_984,36.46271,-121.93397,991,092622_991,71,MA,RB,,,56.3,2,82,78,4,10,,,0,0,13,2,5,,,,"GPS #8, lots of kelp in this cell causing anglers to snag gear; 2 fish retained for NMFS",,FALSE
PLR0926221703,PLT06_22,PLR09262217,PL17,REF,Hold,,,8:42:30,8:57:30,0.25,-0.5,-0.5,0,0,0,-0.016666667,4,4,0,0,4,12,2.983333333,36.46185,-121.93445,992,092622_992,36.46147,-121.93443,994,092622_994,42,MA,RB,,,56.8,3,75,92,4,10,,,0,0,1,2,5,,2.5,,"GPS #8, no fish retained for NMFS on this drift",,FALSE
PLR1002230101,PLT04_23,PLR10022301,PL01,REF,Hold,12:48:55,12:52:59,12:52:59,13:07:55,0.248888889,0,0,0,0,0,0,4,2,0,0,3,9,2.24,36.58332,-121.98502,185,100223_185,36.58381,-121.98460,187,100223_187,66,MA,JC,,,58,2,126,117,4,10,,,0,0,6,0,6,,6,,"GPS #8, No anglers #8, #9",,FALSE
PLR1002230102,PLT04_23,PLR10022301,PL01,REF,Hold,13:10:48,13:12:02,13:12:02,13:27:02,0.25,0,0,-2,0,0,-0.033333333,4,2,0,0,3,9,2.216666667,36.58492,-121.98244,188,100223_188,36.58526,-121.98239,193,100223_193,38,MA,JC,,,58,3,86,90,4,10,,,0,1,21,0,6,,6,,"GPS #8, no anglers #8,#9",,FALSE
PLR1002230103,PLT04_23,PLR10022301,PL01,REF,Hold,13:28:58,13:32:26,13:32:26,13:47:26,0.25,0,-1,0,0,0,-0.016666667,4,4,0,0,3,11,2.733333333,36.58595,-121.98059,194,100223_194,36.58594,-121.98109,197,100223_197,45,MA,JC,,,58,3,100,105,4,10,,,0,0,8,0,6,,6,,,,FALSE
PLR1002231501,PLT04_23,PLR10022315,PL15,REF,Hold,10:59:06,11:04:00,11:04:00,11:10:35,0.109722222,0,0,0,0,0,0,3,2,0,0,3,8,0.877777778,36.47166,-121.94309,169,100223_169,36.47195,-121.94287,170,100223_170,38,MA,JC,,,57,2,105,110,4,10,,,0,0,4,3,5,,5,,"No anglers #8, #9, #14",,FALSE
PLR1002231502,PLT04_23,PLR10022315,PL15,REF,Hold,,,11:13:30,11:21:55,0.140277778,0,0,0,0,0,0,3,2,0,0,3,8,1.122222222,36.47146,-121.94330,171,100223_171,36.47155,-121.94331,172,100223_172,10,MA,JC,,,57,2,125,138,4,10,,,0,0,1,3,5,,6,,"No anglers #8, #9, #14",,FALSE
PLR1002231503,PLT04_23,PLR10022315,PL15,REF,Hold,11:24:01,11:25:25,11:25:25,11:40:25,0.25,0,0,0,0,0,0,3,2,0,0,3,8,2,36.47043,-121.94125,173,100223_173,36.47052,-121.94110,176,100223_176,17,MA,JC,,,57,3,92,117,4,10,,,0,0,9,3,5,,5,,"No anglers #8, #9, #14",,FALSE
PLR1002231504,PLT04_23,PLR10022315,PL15,REF,Hold,11:43:16,11:45:48,11:45:48,12:00:48,0.25,0,0,0,0,0,0,3,2,0,0,3,8,2,36.47088,-121.94177,177,100223_177,36.47103,-121.94176,184,100223_184,17,MA,JC,,,57,3,80,95,4,10,,,0,0,36,3,6,,5,,"No anglers #8, #9, #14",,FALSE
PLR1002231601,PLT04_23,PLR10022316,PL16,REF,Hold,9:43:57,9:46:45,9:46:45,10:01:45,0.25,0,0,0,0,0,0,4,3,0,0,3,10,2.5,36.46740,-121.93925,151,100223_151,36.46734,-121.93915,154,100223_154,11,MA,JT,,,57,2,118,120,4,10,,,0,0,3,3,5,,5,,"GPS #8, No angler #9",,FALSE
PLR1002231602,PLT04_23,PLR10022316,PL16,REF,Hold,,,10:06:50,10:21:50,0.25,0,-5,0,0,0,-0.083333333,3,4,0,0,3,10,2.416666667,36.46802,-121.93903,155,100223_155,36.46803,-121.93900,162,100223_162,3,MA,JT,,,57,2,122,113,4,10,,,1,0,33,3,5,,5,,No angler #14,,FALSE
PLR1002231603,PLT04_23,PLR10022316,PL16,REF,Hold,10:23:50,10:31:47,10:31:47,10:46:47,0.25,0,0,0,0,0,0,3,2,0,0,3,8,2,36.46682,-121.93853,163,100223_163,36.46679,-121.93843,168,100223_168,10,MA,JT,,,57,3,116,100,4,10,,,0,0,24,3,5,,6,,"GPS #8, No anglers #8, #9, #14",,FALSE
PLR1002231701,PLT04_23,PLR10022317,PL17,REF,Hold,8:34:09,8:37:26,8:37:26,8:52:26,0.25,0,0,0,0,0,0,4,4,0,0,3,11,2.75,36.46253,-121.93405,136,100223_136,36.46283,-121.93361,140,100223_140,52,MA,JT,,,57.6,2,72,90,4,10,,,0,2,7,3,5,,6,,GPS #8,,FALSE
PLR1002231702,PLT04_23,PLR10022317,PL17,REF,Hold,,,8:59:48,9:14:48,0.25,0,0,0,0,0,0,4,4,0,0,3,11,2.75,36.46327,-121.93393,141,100223_141,36.46321,-121.93386,143,100223_143,9,MA,JT,,,57,2,88,91,4,10,,,0,0,7,3,4,,5,,GPS #8,,FALSE
PLR1002231703,PLT04_23,PLR10022317,PL17,REF,Hold,,,9:24:30,9:39:30,0.25,-0.5,0,0,0,0,-0.008333333,4,3,0,0,3,10,2.491666667,36.46157,-121.93403,144,100223_144,36.46152,-121.93396,150,100223_150,8,MA,JT,,,57,3,77,92,4,10,,,0,0,20,3,4,,5,,No angler #9,,FALSE
PLR1013230501,PLT05_23,PLR10132305,PL05,REF,Hold,11:56:39,11:59:30,11:59:30,12:13:50,0.238888889,0,0,0,0,0,0,3,3,0,0,3,9,2.15,36.56758,-121.97343,298,101323_298,36.56822,-121.97263,310,101323_310,101,JT,SP,,,57.4,2,100,91,4,10,,,0,2,35,0,2,,3.5,,No angler #7,,FALSE
PLR1013230502,PLT05_23,PLR10132305,PL05,REF,Hold,,,12:16:54,12:32:36,0.261666667,0,-2,-1,0,0,-0.05,3,3,0,0,3,9,2.305,36.56638,-121.97350,311,101323_311,36.56672,-121.97260,315,101323_315,89,JT,SP,,,57.5,2,120,106,4,10,,,0,2,9,0,2,,3.5,,,,FALSE
PLR1013230503,PLT05_23,PLR10132305,PL05,REF,Hold,,,12:32:36,12:47:36,0.25,0,0,0,0,0,0,3,3,0,0,3,9,2.25,36.56672,-121.97260,315,101323_315,36.56702,-121.97192,322,101323_322,69,JT,SP,,,57.5,2,106,88,4,10,,,0,0,11,0,2,,3.5,,,,FALSE
PLR1013231401,PLT05_23,PLR10132314,PL14,REF,Hold,7:56:10,8:00:37,8:00:37,8:15:37,0.25,0,0,0,0,0,0,3,4,0,0,3,10,2.5,36.47467,-121.94469,198,101323_198,36.47614,-121.94429,207,101323_207,167,JT,SP,,,56.2,3,81,65,4,10,,,0,0,35,1,2,,6,,,,FALSE
PLR1013231402,PLT05_23,PLR10132314,PL14,REF,Hold,,,8:20:15,8:35:15,0.25,0,0,-0.5,0,0,-0.008333333,3,4,0,0,3,10,2.491666667,36.47417,-121.94594,208,101323_208,36.47583,-121.94624,214,101323_214,186,JT,SP,,,56.4,3,125,108,4,10,,,0,0,18,1,2,,6,,,,FALSE
PLR1013231403,PLT05_23,PLR10132314,PL14,REF,Hold,,,8:41:02,8:49:49,0.146388889,0,0,0,0,0,0,3,4,0,0,3,10,1.463888889,36.47399,-121.94697,215,101323_215,36.47499,-121.94726,221,101323_221,114,JT,SP,,,56.4,3,106,148,4,10,,,0,2,21,1,2,,6,,,,FALSE
PLR1013231404,PLT05_23,PLR10132314,PL14,REF,Hold,,,8:54:13,9:00:26,0.103611111,0,0,0,0,0,0,3,3,0,0,3,9,0.9325,36.47523,-121.94620,222,101323_222,36.47585,-121.94639,225,101323_225,71,JT,SP,,,56.4,3,75,117,4,10,,,0,0,5,1,2,,6,,No angler #7,,FALSE
PLR1023070101,PLT10_07,PLR10230701,PL01,REF,,,,9:25:25,9:43:38,0.303611111,0,0,0,0,0,0,,,,,,9,2.7325,36.58642,-121.98103,,102307_,36.58232,-121.98403,,102307_,528,NY,"KG, KT",12.2768,10.1626,55,,96,,,,,,0,0,5,0,7.5,,1,8,A whale nearby.,,FALSE
PLR1023070102,PLT10_07,PLR10230701,PL01,REF,,,,9:48:23,10:03:05,0.245,0,0,0,0,0,0,,,,,,9,2.205,36.58580,-121.98357,,102307_,36.58185,-121.98537,,102307_,467,NY,"KG, KT",12.2768,10.1626,55,,125,,,,,,2,0,2,0,7.5,,1,8,Lots of pelicans and cormorants. They are being aggressive and taking fish off the hook.,,FALSE
PLR1023070103,PLT10_07,PLR10230701,PL01,REF,,,,10:07:30,10:20:47,0.221388889,0,0,0,0,0,0,,,,,,9,1.9925,36.58665,-121.98227,,102307_,36.58458,-121.98317,,102307_,243,NY,"KG, KT",12.2768,10.1626,55.6,,109,,,,,,1,0,4,0,2.5,,1,8,,,FALSE
PLR1023070301,PLT10_07,PLR10230703,PL03,REF,,,,10:29:38,10:44:53,0.254166667,0,0,0,0,0,0,,,,,,9,2.2875,36.57615,-121.98398,,102307_,36.57592,-121.98283,,102307_,106,NY,"KG, KT",10.425,10.0648,54.5,,120,,,,,,0,0,14,0,2.5,,1,14,Brown jellies nearby. Cormorants and pelicans eating fishes.,,FALSE
PLR1023070302,PLT10_07,PLR10230703,PL03,REF,,,,10:50:30,11:01:52,0.189444444,0,0,0,0,0,0,,,,,,9,1.705,36.57312,-121.98223,,102307_,36.57438,-121.98392,,102307_,206,NY,"KG, KT",10.425,10.0648,54,,104,,,,,,0,0,8,0,2.5,,1,14,Near kelp.,,FALSE
